13263
0 0.0132924 0.00228862 -6.65666e-05
1 0.0147411 0.00269627 -4.61377e-05
2 0.0165015 0.00353945 -2.18439e-05
3 0.00361113 0.0116928 8.6958e-05
4 0.00335164 0.00402066 7.55822e-05
5 0.00480643 0.000540212 7.12417e-05
6 0.000753484 0.00389762 -3.08333e-05
7 0.00165247 0.00787333 -4.71502e-05
8 0.00232942 0.009675 -4.29222e-05
9 -0.07754 -0.0278078 0.000464188
10 -0.0900661 -0.0289933 0.000372184
11 -0.0964657 -0.0310958 0.000363524
12 0.000393695 -0.0044306 -2.62716e-05
13 0.00154323 -0.00601273 -2.61813e-05
14 0.00373532 -0.00756935 -2.43137e-05
15 0.000700879 -0.0029664 -6.883e-06
16 0.00157152 -0.00317033 -1.93652e-05
17 0.00354577 -0.00379209 -2.76141e-05
18 -0.00269011 0.00553041 8.44532e-05
19 0.00113075 -0.00222494 -3.90983e-06
20 0.00473144 -0.00951043 -5.08096e-05
21 0.0177178 -0.00845762 0.000257864
22 0.0118927 -0.00548137 0.000118632
23 0.00868076 -0.00344815 3.6766e-05
24 0.0149742 -0.00491736 -5.28729e-05
25 0.00804569 -0.00292423 -3.13116e-05
26 0.00547859 -0.00221614 -2.13644e-05
27 -0.00382015 0.0331751 0.000410287
28 -0.00200644 0.0312184 0.000251806
29 -0.00231841 0.0298585 0.000177015
30 0.00248961 0.00182941 -4.22713e-05
31 0.00308647 0.00120621 -3.12064e-05
32 0.00460281 -0.000667487 -1.51546e-05
33 0.00977356 -0.0120463 4.32445e-05
34 0.0108718 -0.0131659 1.78543e-05
35 0.0134303 -0.0157608 -1.88538e-05
36 0.00900853 -0.00398589 8.79905e-05
37 0.00816831 -0.0037073 4.23568e-05
38 0.00916011 -0.00419141 7.16204e-06
39 0.0130015 -0.01721 -1.56388e-05
40 0.0114234 -0.0155377 -1.31902e-05
41 0.0135357 -0.0178797 -8.72775e-06
42 0.0108479 -0.00111436 0.000234595
43 0.013621 -0.001461 0.000174405
44 0.0149762 -0.00823123 5.75578e-05
45 -0.00251673 0.00314159 -2.43859e-06
46 -0.00341961 0.00540662 -1.49684e-05
47 -0.00263621 0.0065627 -2.51121e-05
48 0.0143415 0.042742 0.000364522
49 0.0190069 0.038372 0.00015759
50 0.0217686 0.0344079 5.43321e-05
51 0.00133499 -0.000526416 2.71514e-06
52 0.000635911 -0.00038677 -7.48831e-06
53 0.00201901 -0.000783283 -1.49981e-05
54 0.00280904 -0.00610457 -5.65757e-05
55 0.0013615 -0.00757354 -6.02804e-05
56 0.00301565 -0.0105177 -4.74436e-05
57 -0.0218697 -0.0442449 -0.000500334
58 -0.0192941 -0.0419808 -0.000287627
59 -0.0207728 -0.0373363 -9.67653e-05
60 -0.0545389 -0.0153035 0.000510596
61 -0.0668056 -0.0181348 0.000467859
62 -0.0769403 -0.0204166 0.000368809
63 -0.0121229 -0.0415081 -0.000702871
64 -0.0120268 -0.0411063 -0.000452277
65 -0.0122518 -0.0415982 -0.000215113
66 0.00875508 -0.00613405 -4.2336e-07
67 0.00434425 -0.00379758 1.72234e-06
68 0.00303038 -0.00180058 -1.20354e-05
69 0.00766581 -0.0102349 -2.17821e-05
70 0.00585484 -0.00884969 -1.70208e-05
71 0.00840714 -0.0100177 -3.00597e-05
72 0.0367156 -0.0050095 9.35038e-05
73 0.0400835 -0.00550242 4.48407e-05
74 0.0442472 -0.00631996 -9.41616e-06
75 0.17202 -0.00839587 -0.00712207
76 0.183435 -0.0087013 -0.00552705
77 0.186376 -0.00868736 -0.00351584
78 0.00861162 -0.00424104 7.13418e-05
79 0.00621912 -0.000841304 1.43243e-05
80 0.00746357 -0.00125388 -7.01686e-06
81 0.0116182 -0.00627107 -3.34365e-05
82 0.00928726 -0.00242354 -3.3135e-05
83 0.00880988 -0.00222915 -1.35635e-05
84 0.0182025 0.0372095 -3.80611e-05
85 0.0300423 0.0471936 -1.85056e-05
86 0.0443415 0.0531891 7.22316e-06
87 0.004676 -0.000582839 -1.17381e-05
88 0.00445076 -0.00030848 -1.64359e-05
89 0.00715112 -0.00275945 -2.10329e-05
90 0.0019518 0.000220567 -5.8055e-06
91 -0.000288624 0.00241702 -2.5019e-06
92 -0.000458422 0.00221392 -2.1154e-05
93 0.00235363 -0.00547181 -3.12406e-05
94 0.00131024 -0.00424722 -2.66335e-05
95 0.000921946 -0.00432615 -2.57432e-05
96 -0.0454481 0.011282 -0.00024684
97 -0.0524847 0.0126947 -0.000124083
98 -0.0512745 0.0125425 3.35043e-05
99 0.0259831 0.00595344 0.000158454
100 0.0323234 0.00566103 9.98824e-05
101 0.0375971 0.00459594 1.95412e-05
102 0.00481468 -0.00493236 -1.73069e-06
103 0.0049924 -0.00456616 -1.17107e-05
104 0.00696119 -0.00559322 -2.32189e-05
105 0.0111742 -0.00321224 -3.02164e-05
106 0.0126736 -0.00377044 -4.03505e-05
107 0.0156774 -0.00641559 -5.34489e-05
108 -0.0103182 0.0136132 7.88929e-05
109 -0.00894068 0.0145134 4.59039e-05
110 -0.00791222 0.0134662 2.20124e-05
111 0.0306958 0.0473183 -0.000356989
112 0.0427714 0.0589498 -0.000252474
113 0.0532801 0.0682778 -4.42046e-05
114 0.0215871 -0.0220762 0.000209239
115 0.0194352 -0.0199748 0.00012324
116 0.0175751 -0.0177284 5.11873e-05
117 -0.0256355 -0.0731203 -0.00108924
118 -0.0280324 -0.0806267 -0.00073117
119 -0.028435 -0.0835345 -0.00026555
120 -0.0181515 0.02617 -7.1344e-06
121 -0.0149652 0.0237633 1.7405e-05
122 -0.0120363 0.0217024 2.30796e-05
123 0.0071036 -0.00374593 2.51038e-05
124 0.00924797 -0.00416035 2.88897e-06
125 0.0133404 -0.00529752 -2.35587e-05
126 0.0307883 0.0470602 4.45965e-05
127 0.0279137 0.0453681 5.34225e-05
128 0.025103 0.0424971 6.66201e-05
129 0.00170272 -0.00930276 -1.60478e-05
130 -0.00294341 -0.0108165 -1.41921e-05
131 -0.00423766 -0.0114969 -1.93835e-05
132 -0.0275986 0.0136648 0.00135308
133 -0.0234142 -0.00146027 0.000854876
134 -0.0193771 -0.0134121 0.000331769
135 -0.0102555 0.0187134 -6.97263e-05
136 -0.012171 0.0197811 -6.18432e-05
137 -0.012384 0.0198617 -4.6624e-05
138 -0.0120521 0.0259291 9.80682e-05
139 -0.0106762 0.0227489 6.68718e-05
140 -0.00946 0.0200629 3.83946e-05
141 -0.000334323 -0.00071355 8.83345e-06
142 -0.000238052 -0.000607514 3.02037e-06
143 -0.000211611 -0.00071127 -3.4833e-06
144 -0.00996204 0.0217988 0.00014701
145 -0.0106257 0.023174 8.6259e-05
146 -0.0106662 0.0233619 1.58695e-05
147 0.0191137 0.0147143 0.000197771
148 0.020544 0.0156257 0.000125884
149 0.020951 0.0158161 3.55217e-05
150 -0.0215232 0.0311817 1.17667e-05
151 -0.0182495 0.0278817 1.04346e-05
152 -0.0162767 0.0260638 1.30379e-05
